feature,importance
ompN_2,5.785279358903092e-05
yigF,5.784878846793664e-05
group_4559,5.783198173690847e-05
molR_A,5.7799931401549704e-05
group_3972,5.7787764608392274e-05
dinD_2,5.775994656310545e-05
group_1594,5.7709855749147046e-05
group_9361,5.7668266824938254e-05
group_5031,5.7664583173394384e-05
group_7186,5.7621013113714795e-05
group_2470,5.7615378398599546e-05
group_4187,5.761192376319206e-05
group_2939,5.75323325595142e-05
group_9569,5.752313857259983e-05
group_3572,5.749212904627603e-05
group_11587,5.747594564951078e-05
int,5.745366616835448e-05
group_2978,5.738384204950317e-05
group_9007,5.727881783862867e-05
group_12141,5.724328811558509e-05
group_13394,5.723842817291832e-05
ygfJ,5.723478309077409e-05
group_2983,5.7211306125649445e-05
group_10137,5.714222814113917e-05
group_5850,5.713042362434382e-05
mdtI,5.7111814740832745e-05
group_8688,5.699056537689864e-05
group_13225,5.698212344347931e-05
group_6587,5.69679494862303e-05
polB,5.696783998623366e-05
group_12739,5.694727721297095e-05
group_1281,5.6933564965634224e-05
group_8691,5.69259211028507e-05
V_2,5.6911614618888035e-05
nadB_2,5.685405621960744e-05
group_14912,5.6780809711246466e-05
group_16690,5.672553752546905e-05
hcaD,5.672100180120734e-05
group_3959,5.6703259696419956e-05
group_3222,5.6695569552834784e-05
group_1396,5.667011859938495e-05
metG,5.6653212130803606e-05
intA_4,5.6634679643212864e-05
group_1024,5.6616667664686004e-05
group_3618,5.658302938803702e-05
group_704,5.6551723555117833e-05
group_4556,5.6549948381849375e-05
group_5612,5.653917228969995e-05
hspA_2,5.651944385703541e-05
group_7434,5.6503509889495485e-05
group_1738,5.649969276093496e-05
group_11387,5.644415793535353e-05
ydaE,5.644282667244447e-05
yfcU,5.6427892211683786e-05
group_8935,5.64162099094589e-05
group_19176,5.6392468095652285e-05
lpfC_4,5.6364532894972627e-05
group_3616,5.6306205641484885e-05
ireA,5.628552081553791e-05
group_2007,5.6285499207815494e-05
group_17434,5.6236312244546986e-05
group_5105,5.6225527942725586e-05
group_90,5.622423055059157e-05
cmi,5.616813995144493e-05
group_4796,5.6147337250252e-05
idnT_2,5.604977328530378e-05
group_15624,5.603133464700018e-05
thiS,5.6013525528634506e-05
group_4351,5.600267075837141e-05
group_347,5.596566093635019e-05
group_3209,5.592226213736204e-05
group_5867,5.586373722067886e-05
group_26103,5.586186061302652e-05
group_2621,5.585505461948527e-05
group_7435,5.584463877736232e-05
group_3601,5.579425969800938e-05
group_2125,5.577228400107551e-05
yfcV,5.5755055702155525e-05
group_5225,5.573927106547642e-05
group_8873,5.572382615401059e-05
group_10983,5.5705475466756376e-05
group_7400,5.5697032869532256e-05
group_2628,5.565898608285138e-05
yiaV_2,5.565210495035264e-05
group_895,5.564376922780062e-05
emrK,5.562647966739539e-05
group_17893,5.558369061246136e-05
group_23116,5.557730252666566e-05
group_4033,5.549031213642631e-05
group_11356,5.547759843169068e-05
group_3850,5.542266446543962e-05
group_9038,5.541682912187039e-05
group_27043,5.5332536219653733e-05
group_22122,5.532085386763393e-05
group_971,5.5296083656759777e-05
group_12936,5.526132999617934e-05
group_33213,5.5254809440256e-05
group_11279,5.522479856560072e-05
psrA,5.5217444649397926e-05
group_22973,5.5177376052214356e-05
group_12895,5.5153614596099984e-05
pgtC,5.505378492054864e-05
prsE_2,5.50498935237375e-05
besA,5.5024944872223425e-05
group_4447,5.50246966757237e-05
cof_3,5.502252135466517e-05
group_7233,5.496571417208364e-05
group_4665,5.4948729177405444e-05
group_1032,5.4943608595317844e-05
ptlF,5.4931660198631623e-05
hcaR_3,5.491331806102692e-05
group_17635,5.489528388388236e-05
group_6180,5.488521363296155e-05
group_28576,5.4882626721026144e-05
paaC,5.487705391913024e-05
group_3226,5.486714839382759e-05
group_10163,5.479673766785975e-05
group_19398,5.476374794791578e-05
group_5149,5.470145779185138e-05
group_5657,5.466049350069846e-05
group_3211,5.4635642283689024e-05
group_11763,5.457754079839376e-05
group_13855,5.455065918038252e-05
group_1862,5.44974090388601e-05
fucA_2,5.447382809090927e-05
group_9443,5.445840255938739e-05
group_958,5.445172647996783e-05
group_836,5.434008723980829e-05
oleD,5.4268727422809226e-05
group_1746,5.4248531249995966e-05
group_11371,5.415898512471086e-05
group_3165,5.41083915270093e-05
relE,5.409205223714712e-05
group_7485,5.4082711670703984e-05
ygbN,5.407501357111175e-05
phoP_2,5.4067784005324395e-05
group_10562,5.406129328935541e-05
group_1595,5.397762326632169e-05
ydfR,5.395663917720076e-05
adhB,5.393954548169425e-05
group_5449,5.3893827325070126e-05
group_4582,5.3892151726531714e-05
group_1379,5.3882760987972415e-05
group_8550,5.387304882691787e-05
yneK_1,5.381549152398775e-05
group_17781,5.3809271140120094e-05
group_279,5.3800090765476935e-05
group_246,5.378556074503484e-05
group_9487,5.3785426905875526e-05
yfkM,5.374295350648199e-05
group_4132,5.3683999244802077e-05
group_11564,5.3675287780576384e-05
group_3682,5.364249044878484e-05
group_304,5.360982018710143e-05
group_4030,5.349547126206586e-05
xerC_3,5.345708083790488e-05
group_1609,5.345347135352471e-05
aec77_1,5.3443977461776236e-05
hyfE,5.3414642662475435e-05
group_12013,5.3409019536816985e-05
ptsG_3,5.33962034827497e-05
cpsD,5.337862440788545e-05
group_19640,5.337803078435703e-05
yadM,5.337178172103497e-05
group_1965,5.3351097117617304e-05
group_18720,5.326115228721791e-05
yafZ,5.323976159380315e-05
umuC_3,5.3220589317342384e-05
era_3,5.319803498543338e-05
ykiB,5.3192029400496206e-05
group_11897,5.317685221944707e-05
trxC_2,5.316052824098788e-05
group_8720,5.311511942908385e-05
repE_3,5.308046497202153e-05
group_6293,5.30680134914472e-05
betT,5.300427759515431e-05
group_3741,5.299025104525176e-05
pagN_2,5.298537286351857e-05
group_808,5.2941762324479285e-05
group_5272,5.288222109718121e-05
group_13473,5.2834364228734625e-05
group_13533,5.282510634690541e-05
group_3904,5.2823248108506226e-05
group_1488,5.282067820269634e-05
group_2962,5.2813429232450145e-05
group_16432,5.2803605268268796e-05
group_11407,5.2800907478164665e-05
cshA,5.273447906553002e-05
GP,5.2715256940837265e-05
traD_1,5.267810611949209e-05
epaQ,5.26747155926317e-05
group_18530,5.267122618333553e-05
group_5856,5.266252536132135e-05
selB,5.2660076248772826e-05
allS_5,5.264783032618751e-05
group_3917,5.263142825382331e-05
lpfB,5.2592075295725506e-05
ydcC,5.256017968125604e-05
group_3504,5.25477345714766e-05
group_1592,5.252363055329348e-05
group_16647,5.252011055462251e-05
group_4525,5.250380180823014e-05
htpX_2,5.2393591114021756e-05
group_2677,5.235610137889063e-05
group_6834,5.234946898643466e-05
kdpD_2,5.232426403006718e-05
group_4381,5.231929803880691e-05
group_5888,5.227895372604354e-05
group_3245,5.2275230957958315e-05
group_18519,5.227393982842277e-05
group_11417,5.226693087299767e-05
group_8879,5.2220590456011645e-05
pknH,5.221486028425442e-05
wcaE,5.2213308867985526e-05
group_17610,5.221096348461084e-05
group_5999,5.218140630658233e-05
group_4494,5.2168699794152726e-05
group_9367,5.2168122739981745e-05
group_16768,5.2154230389003254e-05
traI,5.2152421435471615e-05
psuK_1,5.213197930487335e-05
group_2675,5.212161935950387e-05
group_29559,5.2101673604793e-05
group_18441,5.2096974034015266e-05
group_2674,5.208490928952897e-05
group_7133,5.205146105896516e-05
group_463,5.2028052997151464e-05
chiA,5.201253166076846e-05
group_8998,5.201072301361973e-05
mobA_2,5.19928585662302e-05
group_2337,5.198345356369946e-05
group_13226,5.1926375168119245e-05
group_6225,5.192180212177712e-05
sorA,5.191481742913858e-05
group_2391,5.1876940017385345e-05
group_7421,5.180675478089001e-05
group_11916,5.17483719755794e-05
group_3718,5.173112550079697e-05
traM_1,5.172740568225132e-05
group_10082,5.172432194753312e-05
group_15589,5.16723120751047e-05
group_4661,5.16515600884101e-05
kdsD_2,5.1616467043955426e-05
ldcA_2,5.158110877596499e-05
group_12855,5.1566989430292255e-05
group_22813,5.155682325087823e-05
cbdC,5.153721696304441e-05
ecfA1_2,5.1519717256057715e-05
group_9648,5.151177192498307e-05
group_6350,5.1488389966672526e-05
group_29906,5.1478265382128935e-05
group_4739,5.140692868705245e-05
group_19538,5.140406867535093e-05
group_20219,5.138971696095246e-05
cueR_2,5.1271620602141384e-05
group_16857,5.124329602295664e-05
group_3692,5.116819744855717e-05
glcD,5.1164857713641336e-05
group_23297,5.1145161639601984e-05
group_22265,5.111783007845508e-05
group_1850,5.1112430384321824e-05
yjhV,5.111147338931638e-05
yncI,5.1098135491883756e-05
group_1444,5.107673429273242e-05
group_4022,5.1060211529164616e-05
traY,5.1029542241531375e-05
group_7646,5.100958919000629e-05
ptlE,5.09791653541806e-05
group_25503,5.096299266934258e-05
group_3700,5.0941868830041026e-05
group_7664,5.091927993957878e-05
group_8702,5.0896406497110266e-05
group_17219,5.080617953721595e-05
group_12206,5.0803789756718384e-05
group_12743,5.079964137510615e-05
ygfP,5.07814694411522e-05
group_8695,5.076161046897402e-05
group_5435,5.0692164286967936e-05
group_14203,5.0621512467356015e-05
group_847,5.060498978506555e-05
group_24417,5.059840503075801e-05
group_7550,5.0596644250260834e-05
group_5260,5.0591413071520664e-05
hxuC,5.0575755723140306e-05
group_12889,5.0567034743292125e-05
group_17684,5.056157459489554e-05
group_8467,5.0554978569146285e-05
group_17232,5.054011368332238e-05
group_11254,5.05291628733596e-05
group_13553,5.052438312346263e-05
group_9380,5.051724346904955e-05
group_4383,5.047528916280885e-05
yjhT,5.047123481091064e-05
group_6137,5.0467777976018584e-05
group_7802,5.044671952909106e-05
group_10278,5.044662304082671e-05
fI_2,5.044107137155551e-05
group_11280,5.043119119421873e-05
group_122,5.0430528875767335e-05
group_312,5.042483267479266e-05
group_12446,5.025190666574376e-05
group_3234,5.022938749207578e-05
group_4620,5.019450710478627e-05
group_655,5.0181611600106266e-05
group_7689,5.01460882722694e-05
mzrA,5.013290336285169e-05
group_18674,5.007107074975975e-05
group_8731,5.0042870421224815e-05
ariR,5.0030892145701234e-05
group_627,5.001977484882639e-05
group_14816,4.999043448657513e-05
group_12215,4.9986896859994655e-05
group_11360,4.9980038879110834e-05
group_13729,4.997973537637835e-05
group_28679,4.991582788474536e-05
group_11667,4.989662941986028e-05
cirA_2,4.985248212610994e-05
group_18152,4.9850330870393237e-05
mchC,4.9835763198460145e-05
group_18192,4.979841286736016e-05
group_3878,4.977575225763498e-05
group_2395,4.976007913946944e-05
group_11577,4.9700089058112835e-05
group_4808,4.962719451062787e-05
group_758,4.961340376589376e-05
group_24334,4.956883336830658e-05
group_2976,4.9561160179683965e-05
group_36264,4.955894311565528e-05
group_17451,4.952966501208057e-05
hifA,4.952763309974382e-05
group_19858,4.9509113718280584e-05
group_11714,4.948184300727729e-05
group_1977,4.9449246587014466e-05
group_2012,4.9448408237027596e-05
group_17766,4.9427134451780634e-05
group_17088,4.941939175414724e-05
group_13547,4.941582085808864e-05
group_6322,4.9381597186681305e-05
group_2184,4.936316049094681e-05
group_2008,4.935839749975329e-05
group_26325,4.934616036074477e-05
hutG,4.9337509101922964e-05
aspC_2,4.9308488916346295e-05
yedK,4.9261599465868284e-05
cdgR_2,4.9258866803397094e-05
group_7394,4.9252497344270146e-05
group_7666,4.9246377231453725e-05
group_24692,4.9238492022473395e-05
ychG,4.9215607170087485e-05
idnD,4.9208643461864595e-05
group_661,4.919949799750489e-05
group_29175,4.915563808344524e-05
group_26573,4.913165777248925e-05
group_20008,4.9127958057046984e-05
papA,4.9098801243469376e-05
group_16941,4.9080793827667335e-05
group_1874,4.9063552256080074e-05
group_6925,4.906043722035976e-05
group_12710,4.9048828649619295e-05
wapA_1,4.902124003437921e-05
group_11977,4.9001208258117464e-05
group_4719,4.896336934963677e-05
group_15418,4.892946341782828e-05
group_17425,4.892721389132595e-05
group_22262,4.892271282034569e-05
group_1065,4.890618395538628e-05
group_12321,4.8898509639642545e-05
group_1369,4.879491138464376e-05
group_9288,4.8780735224205516e-05
nfrA,4.8744485334624336e-05
group_5334,4.874443179037576e-05
group_13007,4.8661880503853863e-05
group_12979,4.8650160986589704e-05
group_17949,4.8616596052005885e-05
xylF,4.8577414771239956e-05
group_19533,4.850548190765469e-05
yqiJ_2,4.8465330961519154e-05
traT,4.846338877169757e-05
flxA,4.845057565119076e-05
group_1474,4.8395486417655164e-05
group_17468,4.831990086259212e-05
mngB_1,4.829840053544212e-05
int_1,4.824915149477199e-05
group_8690,4.82479647597649e-05
group_20759,4.8237175637619424e-05
group_13932,4.82008223669937e-05
group_5284,4.819062460501956e-05
group_11684,4.817698343378268e-05
yghO,4.8147299055527126e-05
group_4036,4.814119016723927e-05
yfcS,4.8077524058932006e-05
group_12315,4.8074289154522375e-05
group_4472,4.806475986738727e-05
group_14574,4.8064354648465325e-05
group_12752,4.804352849433479e-05
ybiA,4.803547379681146e-05
group_61,4.802383742427582e-05
group_6061,4.801549221871563e-05
group_18898,4.8001749233530974e-05
group_12756,4.797978939723324e-05
group_6299,4.7965767783062834e-05
group_6189,4.795076533836444e-05
group_9382,4.791319499145257e-05
group_15493,4.789989877634023e-05
group_2064,4.779619078327066e-05
fucP_2,4.778119612032941e-05
group_25496,4.77790341829071e-05
group_2615,4.7734486602174306e-05
group_25491,4.7729794759174355e-05
group_3208,4.772752050563458e-05
group_10268,4.769285104765135e-05
group_27783,4.7663990370878894e-05
grxB,4.761391142382086e-05
group_5291,4.7538450387356775e-05
group_1740,4.751033244176784e-05
group_3657,4.7471063052107995e-05
glmU_1,4.745721247713884e-05
sgbU,4.745290053520233e-05
group_6074,4.7431516698109294e-05
group_2235,4.739608793531741e-05
group_1867,4.7332238386349025e-05
group_4420,4.73104996889895e-05
evgS,4.726383036051384e-05
group_11318,4.725972804081237e-05
group_5997,4.7250847398422737e-05
frlR,4.723549292639302e-05
group_20390,4.720390235537609e-05
sitD_2,4.719949613155251e-05
cycB,4.718385851618363e-05
group_4869,4.7178249773468186e-05
group_1381,4.7177205162737086e-05
group_917,4.717143254213265e-05
group_20485,4.715871624570106e-05
group_18052,4.715094126808827e-05
sufS,4.713616112663116e-05
group_4627,4.708812643130386e-05
group_13626,4.708779693450701e-05
group_2343,4.704915306410332e-05
group_18151,4.701333034203493e-05
group_17209,4.696239436688504e-05
xylG,4.695243013631834e-05
group_12409,4.684619330800306e-05
group_1406,4.684425947552119e-05
group_3181,4.6835057775027846e-05
group_23469,4.6827809789506e-05
group_4024,4.6743052579605264e-05
fliC,4.672652111292197e-05
group_12591,4.672343289116686e-05
cbi,4.672120453771941e-05
group_20353,4.670337935543521e-05
rpiB_1,4.666916285516862e-05
group_25921,4.665243791619623e-05
pnuC_2,4.664903219534025e-05
group_11858,4.6643573206914795e-05
group_11423,4.659198559605293e-05
group_4061,4.6585921962727336e-05
gpC,4.658070054660171e-05
group_5243,4.6550616587594255e-05
group_11876,4.6519841173520446e-05
group_8972,4.649590173507293e-05
group_31899,4.647153570957689e-05
group_20617,4.6459263392463314e-05
group_1636,4.643483263179184e-05
htrE_2,4.643392123856359e-05
vasA,4.642349002428019e-05
ybbW_2,4.641606876328048e-05
group_18465,4.6319891864341726e-05
group_4442,4.630062952757498e-05
group_9304,4.629699204984326e-05
group_11633,4.62583991430861e-05
group_11116,4.6257990077629014e-05
group_5988,4.6251216414090006e-05
group_12716,4.6247657358631856e-05
ybl68,4.619412229154739e-05
group_9196,4.6185384076945296e-05
group_9311,4.611646891846195e-05
cbrC,4.609763753460703e-05
group_4609,4.6084269616794285e-05
ynfM_1,4.602291378453457e-05
group_4819,4.6021318794989835e-05
group_1240,4.601083305604225e-05
group_1709,4.600767051469725e-05
group_2929,4.598747491893313e-05
group_9271,4.5984543852133425e-05
ecoRIIR,4.596041326278757e-05
group_20712,4.5960348674289386e-05
group_12926,4.594914413706722e-05
group_4664,4.594826989204407e-05
group_206,4.583729834953211e-05
group_11041,4.5816972891765965e-05
ygcQ,4.57964434019928e-05
gfo,4.5767806707342065e-05
group_2271,4.575500950084325e-05
group_12167,4.571665895267221e-05
group_13197,4.5706934551618674e-05
group_2014,4.5696119509179724e-05
group_28546,4.566768672243577e-05
yhbU_3,4.5656736767272454e-05
group_3189,4.564526704361308e-05
group_21531,4.5616010998631386e-05
group_13772,4.560551734836809e-05
group_9036,4.557222353874683e-05
group_7449,4.5569612934519556e-05
group_5005,4.555722027134882e-05
yusV_2,4.55477469316492e-05
group_5549,4.553036109522736e-05
cspD,4.551958542005492e-05
group_1584,4.5513401093197e-05
tnpR_3,4.550802495353012e-05
group_3592,4.549953140066894e-05
ninB,4.5490008601146115e-05
group_7591,4.547541078520031e-05
group_8698,4.5454975242605885e-05
group_12140,4.54303786872188e-05
group_18765,4.542120310711488e-05
group_6484,4.540804534135525e-05
group_4643,4.5400713702691665e-05
group_4528,4.5339095567924635e-05
group_18771,4.52772879012258e-05
group_5404,4.5275044938945166e-05
group_6486,4.527301222940587e-05
group_17814,4.526390497893687e-05
group_14182,4.524126092929434e-05
group_16500,4.5213400147576514e-05
group_11026,4.521260976956335e-05
nohA2,4.5194688791507e-05
rhsH,4.517543573428255e-05
group_15244,4.51646820497591e-05
group_20400,4.515388375888844e-05
group_29804,4.511142171597201e-05
group_2231,4.509408260862483e-05
group_7850,4.5074814515972284e-05
group_6151,4.5037495528527685e-05
soxS_3,4.500139319800624e-05
gatR,4.500121694074748e-05
group_3255,4.4993905016486436e-05
fimF_2,4.4874008949992e-05
group_19391,4.487129294029985e-05
group_10345,4.486537359352533e-05
wzm,4.480197105923331e-05
group_25647,4.480068128833204e-05
group_7557,4.479809381752985e-05
group_65,4.479775274136295e-05
yafN,4.477701516135421e-05
group_7121,4.4767314265615044e-05
fliK,4.476484033903399e-05
ythA,4.47110288111418e-05
group_11506,4.468457703385135e-05
dapH,4.467795065582955e-05
rusA_5,4.463730561620033e-05
ybcU,4.463069233341925e-05
group_3617,4.4625209884758784e-05
group_19545,4.4603296556343115e-05
group_2631,4.45999969518039e-05
group_3571,4.459863319572289e-05
group_1853,4.4598206650660284e-05
group_3896,4.4582986554516236e-05
group_9013,4.456609215879869e-05
sgbE,4.451177186011238e-05
group_4784,4.45042759277322e-05
group_13066,4.448215702551386e-05
aes_2,4.447952773403068e-05
group_3722,4.444866924666033e-05
cirA_3,4.443786025673605e-05
group_8451,4.437240743771572e-05
group_6383,4.435456944439198e-05
group_11677,4.4350409845796326e-05
group_18372,4.43314567744093e-05
group_10042,4.433130148621538e-05
hcpC_2,4.431746674041603e-05
eno_2,4.431356366835934e-05
mec,4.4307356228454146e-05
group_24853,4.4300336460220016e-05
group_8587,4.4282918978626656e-05
yibI,4.42503824605654e-05
torI,4.421240510097351e-05
cia,4.420478360096961e-05
modD,4.4178458092274925e-05
group_11741,4.41631089765751e-05
group_7801,4.410677946760675e-05
group_11471,4.4093330623021676e-05
yohI,4.407333007968769e-05
group_8819,4.405780628781088e-05
group_13661,4.404742504068597e-05
rmlC,4.40403701891117e-05
group_3130,4.40357227655504e-05
group_12738,4.403311466589265e-05
group_27246,4.402172128464021e-05
group_12286,4.401559985475054e-05
ynaK,4.401008505082078e-05
group_12274,4.398972657881025e-05
group_16913,4.39805199147124e-05
ymoA,4.397619714378832e-05
group_11344,4.3963502122652945e-05
gstB,4.391922438145537e-05
group_2650,4.381371864693428e-05
group_25428,4.381048212417918e-05
group_4409,4.380963455128896e-05
repE_2,4.3805786162456117e-05
group_15038,4.379599989393038e-05
mtnK,4.3752005254393726e-05
group_8511,4.374240646368195e-05
group_23237,4.369948925791775e-05
group_35178,4.369447636261564e-05
dhfrV,4.3681438314288474e-05
group_18921,4.367540330743472e-05
group_4696,4.367514391312319e-05
group_5655,4.365214533021814e-05
group_11873,4.359686565925351e-05
group_4166,4.3581961816202476e-05
group_10160,4.3557610604089944e-05
group_22693,4.353390704493976e-05
group_35048,4.351532825084309e-05
group_2372,4.348474907017424e-05
group_6146,4.3471011571834587e-05
group_921,4.34404834999042e-05
orgA,4.340263929145787e-05
group_9957,4.3372932575761613e-05
group_14832,4.33708130191072e-05
tsh,4.335161353407378e-05
group_2241,4.333980077322868e-05
group_7483,4.333075315836321e-05
group_4598,4.329989195368163e-05
rutD,4.3266690980801896e-05
group_5986,4.3250181984656586e-05
group_5230,4.323978038188189e-05
group_19603,4.323826163526315e-05
yneN,4.3224934699738966e-05
yodA,4.3208723854599765e-05
group_1743,4.320403037108953e-05
group_7041,4.31973071253998e-05
rfaZ,4.310740230802426e-05
group_31689,4.310058633766605e-05
rmlD,4.3098466750076556e-05
group_554,4.309759728583495e-05
group_20860,4.307014292146093e-05
group_13538,4.306917126927186e-05
group_11859,4.305295432605507e-05
ygjM,4.3050002004038506e-05
group_6913,4.303104963341811e-05
group_7472,4.301212965998518e-05
group_10438,4.301134935563102e-05
group_20357,4.3001264825210064e-05
group_1601,4.29765544767159e-05
nrdA_2,4.289754972457057e-05
group_2404,4.283981459601189e-05
group_7537,4.279174941234095e-05
group_8841,4.2777302653805684e-05
group_5303,4.2755234733414035e-05
group_26668,4.274319732154422e-05
yjaA,4.271821300114388e-05
group_16501,4.271370230862882e-05
group_13422,4.270724059906225e-05
wbbL,4.270211432554509e-05
group_14005,4.269715895827292e-05
yjcS_2,4.269151213122966e-05
group_16593,4.267400478153288e-05
group_8043,4.265779001746105e-05
group_3201,4.26190171473851e-05
group_4069,4.260710845152443e-05
ygeW,4.258915533343566e-05
group_12970,4.258030356509512e-05
group_4237,4.256989860096527e-05
group_8971,4.25649190075279e-05
ugd_2,4.2534419700372434e-05
group_28341,4.251966698685952e-05
cdtA,4.250929386841469e-05
group_7540,4.250500818839008e-05
group_20424,4.250418601772472e-05
group_240,4.249010156973662e-05
group_505,4.247337177088643e-05
group_2611,4.2470671606677876e-05
group_15514,4.2408015598243865e-05
group_24206,4.238472879148933e-05
group_35068,4.238011070904447e-05
group_6015,4.231921898797073e-05
ydfQ,4.231007403153479e-05
group_12668,4.2287356737030524e-05
traF,4.225366890376274e-05
group_1377,4.224756342132702e-05
group_11850,4.22397828231576e-05
group_4515,4.221768645511416e-05
group_5909,4.221264555509047e-05
group_5388,4.2202681511291655e-05
kefF_2,4.2191392673290425e-05
xcpW_2,4.214035381500069e-05
group_26758,4.211971603483284e-05
cI,4.208754782404941e-05
group_3514,4.206331761367217e-05
group_10924,4.1986575892674e-05
group_25150,4.1983089373893046e-05
group_2584,4.198093458374367e-05
ymgC,4.1968096779873105e-05
group_12293,4.196716425951529e-05
group_7055,4.195444597598567e-05
group_12478,4.193394239504962e-05
group_7589,4.189213730227252e-05
group_7293,4.1887143494994994e-05
norV_2,4.1862167269260495e-05
fhuA,4.185451977029209e-05
group_14458,4.184734080445526e-05
agaZ,4.1837746248695304e-05
group_295,4.183746838741536e-05
group_14769,4.179075293227682e-05
group_2911,4.175901829033861e-05
group_14932,4.1746843776231566e-05
group_6626,4.163824479731437e-05
ydjX,4.1606172124235717e-05
group_3879,4.1577540441655056e-05
group_3527,4.156374768084984e-05
ypjF,4.155994029958827e-05
group_10136,4.1559338289108965e-05
gspA,4.154393882857634e-05
group_7598,4.153980558173384e-05
group_26960,4.153046024213808e-05
dmsA_2,4.150162774360814e-05
group_25489,4.1495541126912554e-05
group_7688,4.144648989533049e-05
group_17090,4.139267601964528e-05
group_12705,4.1391497521753156e-05
gp,4.13914312348587e-05
group_35280,4.137475427817304e-05
group_24419,4.1374697939972486e-05
fliI,4.1365704108221836e-05
glgS,4.136232252537455e-05
group_13322,4.134705684283852e-05
group_2868,4.131511671711357e-05
ccdB_1,4.1311810250132564e-05
yfdS_3,4.13071856120755e-05
group_1507,4.1288059470521926e-05
mexB,4.126753002089201e-05
group_17080,4.124220077377107e-05
group_1838,4.121903437392024e-05
group_1808,4.121418791497666e-05
group_4197,4.12056665611413e-05
etp,4.1201901695941675e-05
group_11756,4.1188733511967324e-05
group_13912,4.117565205961783e-05
group_24500,4.11735318192361e-05
group_17586,4.115456955110332e-05
group_1187,4.1141090280279744e-05
group_3124,4.1113735890844996e-05
group_25430,4.1082655833504804e-05
group_17944,4.107176349237741e-05
ybl117,4.106528361362199e-05
group_5486,4.106100882785839e-05
group_13761,4.104877649856197e-05
group_1602,4.103691316380616e-05
group_5980,4.1024194987176286e-05
group_32250,4.100227137423058e-05
gltS_2,4.0992021328630014e-05
group_35029,4.098902863970712e-05
group_7308,4.098480682176467e-05
group_6198,4.0974879050242e-05
group_17168,4.096906228564338e-05
group_12177,4.095855552693567e-05
group_15398,4.0950844866385856e-05
betA,4.0933714854677246e-05
group_25505,4.091607406577563e-05
group_859,4.0900650702295836e-05
group_17315,4.0858206416779734e-05
group_11844,4.081534547540903e-05
group_5462,4.078559685369417e-05
group_8563,4.0743155815061075e-05
group_11478,4.0732652941014166e-05
group_29083,4.072331332405618e-05
dctP,4.071897302156945e-05
ulaB,4.0717499361846615e-05
group_4162,4.0717242699664866e-05
group_7398,4.07072541710355e-05
ybl27,4.0680923441387746e-05
ynbC,4.063187592686869e-05
group_10002,4.062342895257081e-05
group_5363,4.061617265021235e-05
ydbA,4.059766628541738e-05
group_27401,4.055677282796295e-05
group_9477,4.055074106943451e-05
group_7194,4.0547017005542404e-05
yqjC,4.0543676737682e-05
group_6975,4.0508472201347325e-05
group_28593,4.0505092013400506e-05
ripA_2,4.050053253054274e-05
yciG,4.0498605722470904e-05
group_10148,4.048567333473592e-05
yhcA,4.042434036612848e-05
group_8626,4.039039614179764e-05
pinH,4.038919662347645e-05
group_19531,4.038018458066055e-05
group_19404,4.036712296021241e-05
group_20440,4.0366288365616765e-05
focC_1,4.036480145922823e-05
group_10298,4.0351719647776145e-05
slyA,4.034499024441815e-05
group_24468,4.0340993355520355e-05
pcaI,4.0312602265834544e-05
group_10150,4.0227668376476106e-05
group_13002,4.0203102741473465e-05
group_8434,4.020074151518822e-05
ykgA,4.0189964843562926e-05
group_16648,4.0174460324493115e-05
group_12775,4.0174056278740164e-05
group_12205,4.015623786915287e-05
group_21506,4.01475471300003e-05
tnsE,4.013208397037762e-05
group_1266,4.011192017162105e-05
group_13003,4.009573741300296e-05
yqcG,4.009122736681317e-05
eaeH,4.005334390524123e-05
group_3658,4.0047762427920634e-05
group_4346,4.004712114423098e-05
afr_2,4.00372091296451e-05
clp,4.003097902537165e-05
group_4314,4.001331703318372e-05
gntR_2,4.001265331855908e-05
intI_2,4.000310455036953e-05
group_28578,3.999730259356535e-05
group_4774,3.9978057996082975e-05
gspM,3.9924027635853444e-05
group_20480,3.992011608096245e-05
group_1726,3.991501818570432e-05
group_26669,3.990796512759684e-05
sgbH,3.989369573051972e-05
group_9023,3.989151572086229e-05
group_4527,3.988002120652362e-05
ybl169,3.987379570515349e-05
group_20862,3.986693262200338e-05
group_12912,3.98370855918839e-05
group_5533,3.983554892762682e-05
group_3961,3.982610778323868e-05
group_3537,3.9822544482471905e-05
tnsD,3.9788337588705484e-05
ynfH,3.9757863550938865e-05
group_7265,3.9744874504266586e-05
group_23407,3.971606506507682e-05
group_16567,3.968490282163468e-05
group_5249,3.967790570598927e-05
group_9819,3.965610873592499e-05
group_10421,3.964052705776152e-05
group_5208,3.9622431674284054e-05
group_12172,3.961249954940892e-05
group_16923,3.950777291451587e-05
group_2251,3.94719506486948e-05
group_7217,3.943996375404658e-05
group_6273,3.943810398678025e-05
ydbC,3.9389530176590054e-05
group_5221,3.9362480792055535e-05
group_5818,3.9348557434194456e-05
group_5133,3.932807533810759e-05
group_6915,3.931700725042279e-05
group_19340,3.928696390844443e-05
ygaV_1,3.928179725442978e-05
group_4202,3.9266122375207976e-05
qseD,3.925742764180197e-05
group_2245,3.925251400940139e-05
group_6947,3.924576083489324e-05
group_4502,3.923155814430647e-05
group_12035,3.9193123471532954e-05
ycgG,3.915744300029271e-05
repA1_1,3.9128791900624314e-05
