feature,importance
group_7481,0.0002682517696282724
lafD,0.00026744886735533463
iucA,0.000267395752677162
sfaA,0.0002673382860124224
espY4,0.0002670763586950075
group_203,0.0002666948555285998
group_4563,0.0002656002716427033
insD,0.0002652795741285118
mcrC,0.0002652562260640824
nanC_2,0.00026508180457939374
group_2877,0.00026451288183383767
waaJ,0.00026387243782457077
tnpA_1,0.00026383818346385394
group_2896,0.0002637461187729249
focH,0.00026358963750596284
cusF_1,0.0002627209077309112
ydeA,0.0002619657888937801
iroC,0.0002613107154841515
yraH,0.0002612463065087547
group_11042,0.0002612185786212213
B,0.00026113886305364527
group_121,0.0002609873399871403
pduK,0.00026088364014654705
group_6018,0.0002606059344108032
group_1876,0.00026028104091505743
group_5920,0.0002601964910159836
group_19078,0.0002598320932411433
sapB_3,0.00025933972866898304
group_12451,0.0002585989045176061
yddL,0.0002583539277636003
ccdA_2,0.00025813665761621784
group_19285,0.00025811613449161703
fadL,0.0002575967868285645
gpB,0.00025757520324040645
group_705,0.0002570871342728156
group_4467,0.0002567345506955381
group_1616,0.0002564525345473762
sipD,0.00025595419685446504
group_17952,0.00025482989845475
group_1826,0.00025398847044680073
rapA_2,0.00025398489690002394
pduM,0.0002539758944591881
group_11590,0.00025354635107962544
yeeJ,0.0002533067406409945
group_5565,0.0002530487455891535
group_14984,0.0002526945449053877
group_765,0.00025264393991760955
merE,0.000252611073678239
group_16840,0.0002521346018413409
group_579,0.00025204497279105283
group_4688,0.000251357634089313
group_2207,0.0002507746834891904
group_17589,0.0002502629861022998
group_11130,0.00024896916209026025
insA,0.0002485320127093809
group_13338,0.000248490717709144
ybfC,0.00024799155753593764
yfaV,0.000247926339301535
group_20012,0.0002478159693895463
group_1070,0.00024757091316236735
ybl78,0.0002473166381979552
group_911,0.00024658620251996307
group_17701,0.0002456725762849781
group_6924,0.0002455818915618985
lafZ,0.0002454650023407973
group_2642,0.00024546051743884684
lfgJ,0.00024458993247118417
kpdB,0.00024425685176563983
wcaD,0.0002440210359352558
group_16990,0.00024395941017277338
group_2881,0.00024382932067763333
eprH,0.00024301038420506963
P,0.00024282198346406897
xcpW_1,0.00024245542034037368
group_795,0.0002421577921128966
glcR_3,0.00024208770367127523
hsdR_2,0.00024195364646021185
group_11825,0.00024175271389148138
group_2975,0.00024141497942323665
group_1877,0.00024113323693126617
group_1618,0.00024092839103389177
group_1830,0.000238441208116587
traA,0.00023810996413639235
ydfO,0.0002378864334848956
bglH_1,0.00023779399666801662
licR,0.00023732908979913207
group_10283,0.00023709378663679188
group_17028,0.00023652221485752695
ylbG,0.00023627997139598139
group_3953,0.0002361970823050333
lafA,0.00023612633433536958
group_11278,0.0002359816292055539
group_9437,0.0002359252711077737
yhaB,0.00023583552024445027
ybbH,0.00023558262198837405
group_16995,0.00023553754430469975
flgG_2,0.00023553353064121175
group_11066,0.00023497183248774692
group_1303,0.0002335756541962873
yqiI,0.0002331290122300628
ybl1,0.00023194299372693373
rafY,0.0002318427063534911
group_8479,0.00023093408981367285
hflC_1,0.0002308742514154638
wzxC,0.0002308507585872327
ycaN,0.00023083630531949587
rbsK_2,0.00023043296955885386
epsG,0.0002304232298219547
group_5144,0.0002302163319595963
group_1840,0.00023006341083728132
nohB,0.00022921312701414893
group_601,0.00022860196978451603
pir,0.00022849567284026476
group_12368,0.00022830435931418106
group_24207,0.00022753426120099393
group_8645,0.00022711946788438102
group_974,0.00022584805315029418
group_2186,0.00022565241845649766
group_18776,0.00022527776509153008
gspD,0.00022424893635356632
group_1075,0.0002239528743459908
ydfP,0.0002237496226466794
group_4482,0.00022368461061056527
group_2581,0.00022319866175036612
bglH_2,0.0002231950540315848
group_1268,0.0002231463317062769
group_7047,0.00022308017399008464
group_6001,0.00022291441886645297
mazE,0.00022275935277612559
group_1707,0.0002226093389737285
group_5091,0.00022256843762647437
dcuR_2,0.00022253578514757418
yfkN,0.00022247834652181205
group_12594,0.00022218995635809002
group_2013,0.00022147842470132323
ybbO,0.0002214450107182582
lfgB,0.00022141051466649796
sicA,0.00022132870686258487
group_5039,0.00022100206676856657
sacX,0.00022036513594519315
group_8542,0.0002201321489861991
rpe_2,0.00021999381602747566
pduE,0.00021989863818587638
group_11841,0.00021970165113906076
ybdR,0.00021945906605257238
group_1402,0.00021927110150549774
group_5342,0.0002190601085244192
mtnA,0.0002187988216319062
group_452,0.0002185567545407065
group_3656,0.00021844122487926735
yhhH,0.00021799994754764345
yqiG,0.0002173320309466007
group_6179,0.00021727966562496085
group_372,0.00021699317493314546
aarA,0.00021690508405029576
group_11129,0.00021673759122788278
group_5187,0.00021657391973653147
group_3623,0.00021643489717072166
group_7511,0.00021601899257345705
merT,0.00021587899829673518
yejO,0.0002157023802998036
yjhT_2,0.00021553646866419668
group_11173,0.0002153055380757432
group_7060,0.0002149460896544239
group_7294,0.00021480209519935864
mmuM,0.00021454454957669592
ompL,0.00021454291587561964
ymfP,0.00021448805472155342
group_5094,0.000214055247914377
group_11650,0.00021395832717043396
idnR,0.00021370433257775077
group_2971,0.0002136416955984503
group_7644,0.0002129913913169851
group_11713,0.00021291315487148845
group_3557,0.00021275486494469736
group_18785,0.0002126006035998964
group_3508,0.00021254471752130718
xisN,0.0002124942724124954
